Brand,Model,Reference Number,Type,Movement,Base Movement,Movement Type,Price (New),Price (Used),Year,Case Diameter (mm),Lug Width (mm),Case Thickness (mm),Water Resistance (m),Crystal,Weight (grams),Case Material,Bracelet/Strap Type,Bezel Material,Power Reserve (hours),Complications,Gender,Country of Manufacture
Richard Mille,RM 011 Flyback Chronograph,RM 011,Chronograph,RMAC1,In-house,Automatic,195000,185000,2023,50.0,0.0,16.15,50,Sapphire,95,Carbon TPT,Rubber,Carbon,55,"Flyback Chronograph, Annual Calendar",Men,Switzerland
Richard Mille,RM 35-03 Automatic,RM 35-03,Sport,RMAL2,In-house,Automatic,230000,210000,2024,49.9,0.0,13.05,50,Sapphire,55,Quartz TPT,Rubber,Quartz TPT,55,Function Selector,Men,Switzerland
Richard Mille,RM 030 Declutchable Rotor,RM 030,Luxury,RMAR2,In-house,Automatic,165000,150000,2023,50.0,0.0,13.95,50,Sapphire,90,Titanium,Rubber,Titanium,55,"Date, Power Reserve",Men,Switzerland
Richard Mille,RM 67-02 Automatic Extra Flat,RM 67-02,Sport,CRMA7,In-house,Automatic,185000,175000,2024,38.7,0.0,7.8,30,Sapphire,32,Carbon TPT,Fabric,Carbon,50,Date,Unisex,Switzerland
Richard Mille,RM 029 Automatic Big Date,RM 029,Luxury,RMAR1,In-house,Automatic,135000,120000,2023,48.0,0.0,13.6,50,Sapphire,85,Titanium,Rubber,Titanium,55,Big Date,Men,Switzerland
Hublot,Big Bang Unico 42mm,441.NX.1170.RX,Chronograph,Hublot Unico HUB1280,In-house,Automatic,22000,15000,2024,42.0,0.0,14.5,100,Sapphire,150,Titanium,Rubber,Titanium,72,"Flyback Chronograph, Date",Men,Switzerland
Hublot,Classic Fusion 42mm,542.NX.1171.RX,Dress,Hublot HUB1112,Sellita-based,Automatic,8200,5500,2024,42.0,0.0,9.95,50,Sapphire,110,Titanium,Rubber,Titanium,42,Date,Men,Switzerland
Hublot,Big Bang Integrated Time Only,456.NX.0170.NX,Sport,Hublot HUB1115,Sellita-based,Automatic,18900,13000,2024,40.0,0.0,9.25,100,Sapphire,140,Titanium,Bracelet,Titanium,42,Date,Men,Switzerland
Hublot,Spirit of Big Bang,641.NX.1170.RX,Chronograph,Hublot HUB4700,Zenith-based,Automatic,23000,16000,2023,42.0,0.0,14.4,100,Sapphire,145,Titanium,Rubber,Titanium,50,"Chronograph, Date",Men,Switzerland
Hublot,Big Bang Unico King Gold,421.OX.1180.RX,Chronograph,Hublot Unico HUB1280,In-house,Automatic,43000,32000,2024,42.0,0.0,14.5,100,Sapphire,185,King Gold,Rubber,King Gold,72,Flyback Chronograph,Men,Switzerland
Blancpain,Fifty Fathoms Automatique 42mm,5015-1130-B52A,Diver,Blancpain 1315,In-house,Automatic,16500,13000,2024,42.0,21.0,15.4,300,Sapphire,160,Stainless Steel,Sail-Canvas,Ceramic,120,Date,Men,Switzerland
Blancpain,Fifty Fathoms Bathyscaphe 38mm,5100-1110-NAOA,Diver,Blancpain 1150,In-house,Automatic,13900,11000,2024,38.0,20.0,11.85,300,Sapphire,120,Stainless Steel,Sail-Canvas,Ceramic,100,Date,Unisex,Switzerland
Blancpain,Bathyscaphe Chronographe Flyback,5200-0130-B52A,Chronograph,Blancpain F385,In-house,Automatic,19800,15500,2023,43.6,22.0,15.2,300,Sapphire,185,Stainless Steel,Sail-Canvas,Ceramic,50,"Flyback Chronograph, Date",Men,Switzerland
Blancpain,Villeret Ultraplate 40mm,6651-1127-55B,Dress,Blancpain 1151,In-house,Automatic,13600,9800,2023,40.0,21.0,10.74,30,Sapphire,120,Stainless Steel,Leather,Steel,100,Date,Men,Switzerland
Blancpain,Bathyscaphe x Swatch Scuba Fifty Fathoms,SO35 Ocean,Diver,Sistem51,In-house,Automatic,400,650,2024,42.3,0.0,14.4,91,Bioceramic Glass,37,Bioceramic,NATO,Bioceramic,90,None,Unisex,Switzerland
Chopard,Alpine Eagle 41mm,298600-3001,Sport,Chopard 01.01-C,In-house,Automatic,13400,10500,2024,41.0,0.0,9.7,100,Sapphire,170,Lucent Steel,Bracelet,Steel,60,Date,Men,Switzerland
Chopard,Alpine Eagle 36mm,298601-3001,Sport,Chopard 09.01-C,In-house,Automatic,12700,9800,2024,36.0,0.0,8.75,100,Sapphire,140,Lucent Steel,Bracelet,Steel,42,Date,Unisex,Switzerland
Chopard,Mille Miglia GTS Chrono,168571-3001,Chronograph,Chopard (ETA-based),ETA,Automatic,6800,4500,2023,44.0,22.0,13.7,100,Sapphire,175,Stainless Steel,Rubber,Tachymeter,60,"Chronograph, Date",Men,Switzerland
Chopard,L.U.C XPS 1860,168592-3001,Dress,Chopard L.U.C 96.50-L,In-house,Automatic,14500,10000,2023,40.0,20.0,7.2,30,Sapphire,95,Stainless Steel,Leather,Steel,65,Small Seconds,Men,Switzerland
Nomos Glashütte,Tangente 38,164,Dress,Nomos Alpha,In-house,Manual,2060,1500,2024,37.5,19.0,6.2,30,Sapphire,55,Stainless Steel,Leather,Steel,43,Small Seconds,Unisex,Germany
Nomos Glashütte,Club Campus 38,737,Field,Nomos Alpha,In-house,Manual,1620,1100,2024,38.5,19.0,8.3,50,Sapphire,60,Stainless Steel,Leather,Steel,43,Small Seconds,Unisex,Germany
Nomos Glashütte,Tangente Neomatik 41 Update,180,Dress,Nomos DUW 6101,In-house,Automatic,3780,2700,2024,40.5,20.0,7.9,30,Sapphire,70,Stainless Steel,Leather,Steel,42,Date,Men,Germany
Nomos Glashütte,Metro Neomatik 39,1101,Dress,Nomos DUW 3001,In-house,Automatic,3600,2500,2023,38.5,19.0,8.55,50,Sapphire,65,Stainless Steel,Leather,Steel,43,Small Seconds,Men,Germany
Nomos Glashütte,Club Sport Neomatik 42,780,Sport,Nomos DUW 3001,In-house,Automatic,3920,2900,2024,42.0,20.0,9.9,100,Sapphire,130,Stainless Steel,Bracelet,Steel,43,Date,Men,Germany
Nomos Glashütte,Orion 38,384,Dress,Nomos Alpha,In-house,Manual,2360,1700,2023,38.0,19.0,8.1,30,Sapphire,55,Stainless Steel,Leather,Steel,43,None,Unisex,Germany
Nomos Glashütte,Ahoi Neomatik,561,Diver,Nomos DUW 3001,In-house,Automatic,4180,3000,2024,40.3,20.0,9.4,200,Sapphire,120,Stainless Steel,Textile,Steel,43,Date,Men,Germany
Sinn,556 I,556.010,Field,Sellita SW200,Sellita,Automatic,1300,950,2024,38.5,20.0,11.0,200,Sapphire,100,Stainless Steel,Leather,Steel,38,Date,Unisex,Germany
Sinn,104 St Sa A,104.010,Pilot,Sellita SW220,Sellita,Automatic,1600,1150,2024,41.0,20.0,11.0,200,Sapphire,110,Stainless Steel,Bracelet,Bidirectional,38,Day-Date,Men,Germany
Sinn,U1,1010.010,Diver,Sellita SW200,Sellita,Automatic,2700,2000,2024,44.0,20.0,14.4,1000,Sapphire,215,Submarine Steel,Bracelet,Unidirectional,38,Date,Men,Germany
Sinn,EZM 3,603.011,Diver,Sellita SW200,Sellita,Automatic,2200,1600,2023,41.0,20.0,12.6,500,Sapphire,90,Stainless Steel,Silicone,Captive,38,Date,Men,Germany
Sinn,356 Flieger Chronograph,356.020,Chronograph,Valjoux 7750,ETA,Automatic,2900,2000,2023,38.5,20.0,15.5,100,Sapphire,120,Stainless Steel,Leather,Steel,48,"Chronograph, Day-Date",Men,Germany
Sinn,T50,1050.010,Diver,Sellita SW300,Sellita,Automatic,3600,2600,2024,41.0,20.0,11.7,1000,Sapphire,115,Titanium,Bracelet,Unidirectional,50,Date,Men,Germany
Christopher Ward,The Twelve 40mm,C60-40ADA1-S0BK0-B,Sport,Sellita SW200,Sellita,Automatic,1095,750,2024,40.0,20.0,9.95,150,Sapphire,140,Stainless Steel,Bracelet,Steel,38,Date,Unisex,UK
Christopher Ward,C60 Trident Pro 300 40mm,C60-40ADA1-S0BK0-LK,Diver,Sellita SW200,Sellita,Automatic,895,600,2024,40.0,20.0,12.95,300,Sapphire,160,Stainless Steel,Bracelet,Ceramic,38,Date,Men,UK
Christopher Ward,C63 Sealander GMT,C63-41ADC2-S00BK0-LK,GMT,Sellita SW330,Sellita,Automatic,1395,950,2024,41.0,20.0,12.4,150,Sapphire,155,Stainless Steel,Bracelet,Aluminum,56,"GMT, Date",Men,UK
Christopher Ward,C65 Trident Diver,C65-41ADO1-S0BK0-LK,Diver,Sellita SW200,Sellita,Automatic,950,650,2024,41.0,20.0,11.65,150,Sapphire,130,Stainless Steel,Leather,Aluminum,38,Date,Men,UK
Christopher Ward,Bel Canto,C73-41ADD1-S0BB0-LK,Dress,Sellita SW200 Module,Sellita,Automatic,3650,2800,2023,41.0,20.0,12.9,30,Sapphire,150,Stainless Steel,Leather,Steel,38,"Chiming, Hours",Men,UK
Christopher Ward,C1 Bel Canto Sandstone,C73-41ADC1-S0RD0-LK,Dress,Sellita SW200 Module,Sellita,Automatic,3750,2900,2024,41.0,20.0,12.9,30,Sapphire,150,Stainless Steel,Leather,Steel,38,Chiming,Men,UK
Christopher Ward,The Twelve Ti 40mm,C60-40ATA1-S0BK0-TI,Sport,Sellita SW200,Sellita,Automatic,1295,900,2024,40.0,20.0,9.6,150,Sapphire,95,Titanium,Bracelet,Titanium,38,Date,Unisex,UK
Baltic,Aquascaphe Classic,Aquascaphe-Black,Diver,Miyota 9039,Miyota,Automatic,690,500,2024,39.0,20.0,12.0,200,Sapphire,130,Stainless Steel,Tropic,Aluminum,42,None,Unisex,France
Baltic,Aquascaphe GMT,Aquascaphe-GMT-Blue,GMT,Soprod C125,Soprod,Automatic,1150,850,2024,39.0,20.0,12.7,200,Sapphire,135,Stainless Steel,Bracelet,Aluminum,42,GMT,Men,France
Baltic,Aquascaphe Dual-Crown,Aquascaphe-DC-Cream,Diver,Miyota 9039,Miyota,Automatic,750,550,2024,39.0,20.0,12.5,200,Sapphire,125,Stainless Steel,Tropic,Inner Rotating,42,None,Unisex,France
Baltic,MR01,MR01-Salmon,Dress,Peseux 7001 (La Joux-Perret),La Joux-Perret,Manual,640,480,2024,36.0,18.0,8.0,30,Sapphire,65,Stainless Steel,Leather,Steel,40,Off-center Seconds,Unisex,France
Baltic,Bicompax 002,Bicompax-002-Panda,Chronograph,Seagull ST1901,Seagull,Manual,560,400,2024,38.0,20.0,12.6,30,Sapphire,110,Stainless Steel,Leather,Tachymeter,40,Chronograph,Unisex,France
Baltic,Hermétique,Hermetique-Black,Field,Miyota 8315,Miyota,Automatic,520,380,2024,37.0,20.0,11.6,100,Sapphire,95,Stainless Steel,Leather,Steel,60,None,Unisex,France
Studio Underd0g,Watermel0n Chronograph,02Series-Watermelon,Chronograph,Seagull ST1901,Seagull,Manual,895,1100,2024,38.5,20.0,13.6,30,Sapphire,105,Stainless Steel,Leather,Steel,40,Chronograph,Unisex,UK
Studio Underd0g,Series 01 Chronograph 'Goldfinger',01Series-Goldfinger,Chronograph,Seagull ST1901,Seagull,Manual,845,950,2023,38.5,20.0,13.6,30,Sapphire,105,Stainless Steel,Leather,Steel,40,Chronograph,Unisex,UK
Studio Underd0g,Field Watch Mint Sauce,Field-MintSauce,Field,Miyota 9039,Miyota,Automatic,495,450,2024,38.0,20.0,11.5,100,Sapphire,90,Stainless Steel,Leather,Steel,42,None,Unisex,UK
Furlan Marri,Mr. Grey Mecaquartz,MM01-Grey,Chronograph,Seiko Mecaquartz,Seiko,Quartz,450,650,2023,38.0,20.0,11.4,30,Sapphire,90,Stainless Steel,Leather,Steel,0,Chronograph,Unisex,Switzerland
Furlan Marri,Disco Volante Salmon,DV-Salmon,Dress,La Joux-Perret G100,La Joux-Perret,Automatic,1850,1500,2024,38.0,19.0,9.5,30,Sapphire,75,Stainless Steel,Leather,Steel,68,Sector Dial,Unisex,Switzerland
Lorier,Neptune Series V,Neptune-V-Black,Diver,Miyota 9039,Miyota,Automatic,499,420,2024,39.0,20.0,12.0,200,Acrylic,120,Stainless Steel,Bracelet,Aluminum,42,None,Unisex,USA
Lorier,Falcon Series IV,Falcon-IV-Silver,Sport,Miyota 90S5,Miyota,Automatic,499,420,2024,36.0,18.0,11.5,100,Acrylic,95,Stainless Steel,Bracelet,Steel,42,None,Unisex,USA
Nodus,Sector Dive,SectorDive-Black,Diver,Seiko NH35 (Regulated),Seiko,Automatic,475,380,2024,40.0,20.0,11.6,200,Sapphire,130,Stainless Steel,Bracelet,Aluminum,41,Date,Unisex,USA
Nodus,Avalon II,Avalon-II-Steel,Diver,Seiko NH35 (Regulated),Seiko,Automatic,450,360,2023,38.0,20.0,12.2,300,Sapphire,140,Stainless Steel,Bracelet,Ceramic,41,Date,Unisex,USA
Monta,Oceanking,Oceanking-Black,Diver,Sellita SW300,Sellita,Automatic,1850,1400,2024,40.7,20.0,12.2,300,Sapphire,150,Stainless Steel,Bracelet,Ceramic,56,Date,Men,USA
Monta,Noble,Noble-Silver,Dress,Sellita SW300,Sellita,Automatic,1690,1250,2023,38.5,20.0,9.95,150,Sapphire,120,Stainless Steel,Bracelet,Steel,56,Date,Unisex,USA
Farer,Aqua Compressor Hopewell,Aqua-Hopewell,Diver,Sellita SW200,Sellita,Automatic,1295,950,2024,39.5,20.0,13.6,300,Sapphire,140,Stainless Steel,Bracelet,Inner Rotating,38,Date,Unisex,UK
Farer,Lander III,Lander-III,Sport,Sellita SW200,Sellita,Automatic,1095,800,2023,39.5,20.0,11.2,100,Sapphire,115,Stainless Steel,Leather,Steel,38,Date,Unisex,UK
Doxa,SUB 300T Professional,840.10.351.10,Diver,Sellita SW200,Sellita,Automatic,1990,1500,2024,42.5,20.0,13.4,1200,Sapphire,165,Stainless Steel,Bracelet,Unidirectional,38,Date,Men,Switzerland
Doxa,SUB 200 Sharkhunter,799.10.101.10,Diver,Sellita SW200,Sellita,Automatic,1090,800,2024,42.0,20.0,13.4,200,Sapphire,150,Stainless Steel,Bracelet,Unidirectional,38,Date,Men,Switzerland
Nivada Grenchen,Antarctic 35mm,30001M04,Field,Soprod Newton,Soprod,Automatic,1175,850,2024,35.0,18.0,10.8,200,Plexiglass,90,Stainless Steel,Bracelet,Steel,44,None,Unisex,Switzerland
Nivada Grenchen,Chronomaster Aviator Sea Diver,86007M01,Chronograph,Seiko Mecaquartz,Seiko,Quartz,1090,800,2023,38.3,20.0,13.4,100,Plexiglass,110,Stainless Steel,Bracelet,Tachymeter,0,Chronograph,Unisex,Switzerland
Halios,Seaforth IV,Seaforth-IV-Blue,Diver,Sellita SW200,Sellita,Automatic,825,1100,2024,40.5,20.0,12.6,200,Sapphire,130,Stainless Steel,Bracelet,Steel,38,Date,Unisex,Canada
Unimatic,Modello Uno U1,U1S-MV,Diver,Seiko NH35,Seiko,Automatic,595,450,2024,40.0,20.0,12.9,300,Sapphire,130,Stainless Steel,Bracelet,Unidirectional,41,None,Unisex,Italy
Traska,Freediver,Freediver-Sand,Diver,Miyota 9039,Miyota,Automatic,595,450,2024,40.0,20.0,12.4,200,Sapphire,135,Stainless Steel,Bracelet,Aluminum,42,None,Unisex,USA
Zelos,Swordfish 40mm,Swordfish-Bronze,Diver,Seiko NH35,Seiko,Automatic,549,400,2024,40.0,20.0,13.2,500,Sapphire,160,Bronze,Bracelet,Ceramic,41,Date,Unisex,Singapore
Rado,Captain Cook 42mm,R32505207,Diver,Rado R763 (Powermatic 80),ETA-based,Automatic,2400,1600,2024,42.0,22.0,12.1,300,Sapphire,170,Stainless Steel,Bracelet,Ceramic,80,Date,Men,Switzerland
Rado,Captain Cook 39mm,R32500207,Diver,Rado R734,ETA-based,Automatic,2200,1500,2024,39.0,20.0,11.7,200,Sapphire,150,Stainless Steel,Bracelet,Ceramic,80,Date,Unisex,Switzerland
Rado,True Square Automatic,R27077152,Dress,Rado R766,ETA-based,Automatic,2150,1400,2023,38.0,0.0,9.5,50,Sapphire,90,Ceramic,Ceramic,Ceramic,80,Date,Unisex,Switzerland
Rado,DiaStar Original,R12413153,Dress,Rado R764,ETA-based,Automatic,1850,1100,2024,38.0,0.0,12.0,100,Sapphire,130,Hardmetal,Bracelet,Tungsten,80,Date,Men,Switzerland
Mido,Ocean Star 200C,M042.430.11.041.00,Diver,Mido 80 (Powermatic),ETA-based,Automatic,1190,800,2024,42.5,21.0,12.95,200,Sapphire,165,Stainless Steel,Bracelet,Ceramic,80,Date,Men,Switzerland
Mido,Multifort Patrimony,M040.407.16.060.00,Dress,Mido 80,ETA-based,Automatic,990,650,2024,40.0,20.0,9.85,50,Sapphire,110,Stainless Steel,Leather,Steel,80,Date,Men,Switzerland
Mido,Commander Big Date,M021.626.11.041.00,Dress,Mido 80 Big Date,ETA-based,Automatic,1290,850,2023,42.0,21.0,11.2,50,Sapphire,140,Stainless Steel,Bracelet,Steel,80,Big Date,Men,Switzerland
Frederique Constant,Classic Worldtimer Manufacture,FC-718NWPH4H6B,GMT,FC-718,In-house,Automatic,4195,2800,2024,42.0,21.0,11.9,50,Sapphire,150,Stainless Steel,Leather,Steel,38,"World Time, Date",Men,Switzerland
Frederique Constant,Slimline Moonphase,FC-705S4S6,Dress,FC-705,In-house,Automatic,2295,1500,2024,42.0,21.0,11.0,30,Sapphire,120,Stainless Steel,Leather,Steel,42,"Moonphase, Date",Men,Switzerland
Frederique Constant,Highlife Automatic COSC,FC-303B3NH6B,Sport,FC-303,In-house,Automatic,2795,1900,2023,41.0,0.0,11.4,100,Sapphire,160,Stainless Steel,Bracelet,Steel,38,Date,Men,Switzerland
Raymond Weil,Freelancer Automatic,2731-ST-65001,Dress,Sellita SW200,Sellita,Automatic,1795,1100,2024,42.5,21.0,11.5,50,Sapphire,145,Stainless Steel,Bracelet,Steel,38,Date,Men,Switzerland
Raymond Weil,Millesime Automatic Small Seconds,2930-STC-65001,Dress,Sellita SW261,Sellita,Automatic,2150,1400,2024,39.5,19.0,10.9,50,Sapphire,110,Stainless Steel,Leather,Steel,62,Small Seconds,Men,Switzerland
Maurice Lacroix,Aikon Automatic 42mm,AI6008-SS002-430-1,Sport,ML115 (Sellita),Sellita,Automatic,2390,1500,2024,42.0,0.0,11.0,200,Sapphire,170,Stainless Steel,Bracelet,Steel,38,Date,Men,Switzerland
Maurice Lacroix,Aikon Quartz 40mm,AI1108-SS002-130-1,Sport,Ronda,Ronda,Quartz,1090,650,2024,40.0,0.0,9.9,100,Sapphire,150,Stainless Steel,Bracelet,Steel,0,Date,Unisex,Switzerland
Junghans,Max Bill Automatic,027/4700.04,Dress,Junghans J800 (ETA),ETA,Automatic,1190,800,2024,38.0,20.0,10.0,30,Plexiglass,60,Stainless Steel,Leather,Steel,38,None,Unisex,Germany
Junghans,Meister Chronoscope,027/4824.02,Chronograph,Junghans J880 (Valjoux),ETA,Automatic,2790,1900,2023,40.7,20.0,14.4,30,Sapphire,120,Stainless Steel,Leather,Steel,48,"Chronograph, Date",Men,Germany
Bell & Ross,BR 03 Black Steel,BR03A-BL-ST/SST,Pilot,Sellita SW300,Sellita,Automatic,4100,2900,2024,41.0,24.0,9.95,100,Sapphire,110,Stainless Steel,Rubber,Steel,54,Date,Men,Switzerland
Bell & Ross,BR V2-92,BRV292-BL-ST/SCA,Pilot,Sellita SW300,Sellita,Automatic,3600,2400,2023,41.0,22.0,11.0,100,Sapphire,150,Stainless Steel,Leather,Steel,54,Date,Men,Switzerland
Montblanc,1858 Automatic Date,129133,Field,Sellita SW200,Sellita,Automatic,2950,1900,2024,40.0,20.0,12.0,100,Sapphire,140,Stainless Steel,Leather,Steel,38,Date,Men,Switzerland
Montblanc,Heritage Automatic,119943,Dress,Sellita SW200,Sellita,Automatic,2630,1700,2023,39.0,19.0,9.8,50,Sapphire,110,Stainless Steel,Leather,Steel,38,Date,Men,Switzerland
Glashütte Original,SeaQ 39.5mm,1-39-11-09-81-70,Diver,GO 39-11,In-house,Automatic,10700,8000,2024,39.5,20.0,12.45,200,Sapphire,150,Stainless Steel,Bracelet,Steel,40,Date,Men,Germany
Glashütte Original,Senator Excellence,1-36-01-01-02-30,Dress,GO 36,In-house,Automatic,8500,6000,2023,40.0,20.0,9.9,50,Sapphire,120,Stainless Steel,Leather,Steel,100,Date,Men,Germany
Bremont,Supermarine 300M,S300-WH-B,Diver,Bremont BE-92AV (Sellita),Sellita,Automatic,4195,2900,2024,40.0,20.0,12.0,300,Sapphire,165,Stainless Steel,Bracelet,Ceramic,38,Date,Men,UK
Bremont,MBII,MBII-WH,Pilot,Bremont BE-36AE (Sellita),Sellita,Automatic,4995,3400,2023,43.0,22.0,16.4,100,Sapphire,175,Stainless Steel,Leather,Inner Rotating,42,Date,Men,UK
Squale,1521 Classic,1521-026,Diver,Sellita SW200,Sellita,Automatic,1090,750,2024,42.0,20.0,13.7,500,Sapphire,150,Stainless Steel,Mesh,Unidirectional,38,Date,Men,Switzerland
Tudor,Glamour Double Date,57100,Dress,Tudor 2836,ETA-based,Automatic,2950,2000,2023,42.0,20.0,12.0,100,Sapphire,160,Stainless Steel,Bracelet,Steel,38,Day-Date,Men,Switzerland
Swatch,MoonSwatch Mission to the Moon,SO33M100,Chronograph,ETA G10.212,ETA,Quartz,270,400,2024,42.0,0.0,13.75,30,Bioceramic Glass,48,Bioceramic,Velcro,Bioceramic,0,"Chronograph, Date",Unisex,Switzerland
Swatch,MoonSwatch Mission to Mars,SO33A100,Chronograph,ETA G10.212,ETA,Quartz,270,380,2024,42.0,0.0,13.75,30,Bioceramic Glass,48,Bioceramic,Velcro,Bioceramic,0,"Chronograph, Date",Unisex,Switzerland
Swatch,MoonSwatch Mission to Mercury,SO33A102,Chronograph,ETA G10.212,ETA,Quartz,270,360,2024,42.0,0.0,13.75,30,Bioceramic Glass,48,Bioceramic,Velcro,Bioceramic,0,"Chronograph, Date",Unisex,Switzerland
Swatch,Sistem51,SUTB400,Sport,Swatch Sistem51,In-house,Automatic,165,110,2024,42.0,0.0,13.7,30,Plexiglass,60,Plastic,Silicone,Plastic,90,Date,Unisex,Switzerland
Swatch,Big Bold Chrono,SB02B400,Chronograph,ETA Quartz,ETA,Quartz,140,80,2024,47.0,0.0,15.4,30,Plexiglass,55,Plastic,Silicone,Plastic,0,"Chronograph, Date",Unisex,Switzerland
Swatch,Originals Gent,GB743,Dress,Swatch Quartz,In-house,Quartz,70,40,2024,34.0,0.0,9.6,30,Plexiglass,25,Plastic,Plastic,Plastic,0,None,Unisex,Switzerland
Bulova,Lunar Pilot Chronograph,96B251,Chronograph,Bulova Precisionist,Miyota-based,Quartz,695,420,2024,43.5,20.0,13.5,50,Sapphire,130,Stainless Steel,Bracelet,Tachymeter,0,Chronograph,Men,USA
Bulova,Computron,98C139,Digital,Bulova Quartz,Miyota,Quartz,450,280,2023,40.5,0.0,13.0,30,Mineral,90,Stainless Steel,Bracelet,Steel,0,Digital,Unisex,USA
Bulova,Oceanographer Devil Diver,98B320,Diver,Miyota 8 Series,Miyota,Automatic,795,500,2024,41.0,20.0,13.4,200,Sapphire,160,Stainless Steel,Bracelet,Unidirectional,42,Date,Men,USA
Bulova,Marine Star Chronograph,98B104,Chronograph,Bulova Quartz,Miyota,Quartz,395,200,2024,44.0,22.0,12.5,100,Mineral,165,Stainless Steel,Bracelet,Steel,0,"Chronograph, Date",Men,USA
Victorinox,I.N.O.X. Professional Diver,241733,Diver,Ronda,Ronda,Quartz,625,380,2024,45.0,22.0,14.0,200,Sapphire,165,Stainless Steel,Rubber,Unidirectional,0,Date,Men,Switzerland
Victorinox,Maverick Chronograph,241695,Chronograph,Ronda,Ronda,Quartz,595,350,2023,43.0,22.0,12.0,100,Sapphire,160,Stainless Steel,Bracelet,Steel,0,"Chronograph, Date",Men,Switzerland
Shinola,Runwell 41mm,S0120065287,Dress,Argonite 1069 (Ronda),Ronda,Quartz,595,300,2024,41.0,20.0,11.0,50,Sapphire,110,Stainless Steel,Leather,Steel,0,Date,Unisex,USA
Shinola,Detrola,S0120161949,Sport,Argonite (Ronda),Ronda,Quartz,325,180,2023,43.0,20.0,11.5,30,Mineral,75,Plastic,Silicone,Plastic,0,None,Unisex,USA
Daniel Wellington,Classic Petite Melrose 28mm,DW00100165,Dress,Miyota Quartz,Miyota,Quartz,149,70,2024,28.0,12.0,6.0,30,Mineral,30,Stainless Steel,Mesh,Steel,0,None,Women,Sweden
Daniel Wellington,Iconic Link 40mm,DW00100341,Dress,Miyota Quartz,Miyota,Quartz,249,120,2024,40.0,20.0,6.0,30,Mineral,90,Stainless Steel,Bracelet,Steel,0,None,Unisex,Sweden
MVMT,Classic II 40mm,D-MC02-SBL,Dress,Miyota Quartz,Miyota,Quartz,128,60,2024,40.0,20.0,7.0,30,Mineral,60,Stainless Steel,Leather,Steel,0,None,Unisex,USA
Fossil,Machine Chronograph,FS4656,Chronograph,Quartz,Japan,Quartz,139,60,2024,45.0,22.0,12.0,50,Mineral,165,Stainless Steel,Bracelet,Steel,0,"Chronograph, Date",Men,USA
Fossil,Defender Solar,FS5975,Sport,Fossil Solar,Japan,Solar,179,90,2024,46.0,22.0,12.0,100,Mineral,95,Stainless Steel,Nylon,Steel,0,Date,Men,USA
Skagen,Holst Chronograph,SKW6534,Chronograph,Quartz,Japan,Quartz,165,70,2023,40.0,20.0,9.0,30,Mineral,60,Stainless Steel,Mesh,Steel,0,Chronograph,Unisex,Denmark
Nixon,51-30 Chrono,A083-008-00,Chronograph,Quartz,Japan,Quartz,450,250,2024,51.0,25.0,15.0,300,Mineral,230,Stainless Steel,Bracelet,Unidirectional,0,"Chronograph, Date",Men,USA
Nixon,Time Teller,A045-000-00,Sport,Quartz,Japan,Quartz,125,60,2024,37.0,18.0,8.0,100,Mineral,90,Stainless Steel,Bracelet,Steel,0,None,Unisex,USA
Invicta,Pro Diver 8926OB,8926OB,Diver,Seiko NH35,Seiko,Automatic,110,55,2024,40.0,20.0,13.0,200,Mineral,170,Stainless Steel,Bracelet,Unidirectional,41,Date,Men,Switzerland
Apple,Watch Series 10 46mm,A2997,Smartwatch,Apple S10 SiP,In-house,Quartz,429,330,2024,46.0,0.0,9.7,50,Ion-X,37,Aluminum,Sport Band,Aluminum,18,"GPS, ECG, Health",Unisex,USA
Apple,Watch Series 10 42mm,A2996,Smartwatch,Apple S10 SiP,In-house,Quartz,399,300,2024,42.0,0.0,9.7,50,Ion-X,30,Aluminum,Sport Band,Aluminum,18,"GPS, ECG, Health",Unisex,USA
Apple,Watch Ultra 2,A2986,Smartwatch,Apple S9 SiP,In-house,Quartz,799,650,2024,49.0,0.0,14.4,100,Sapphire,61,Titanium,Alpine Loop,Titanium,36,"GPS, Dive, ECG",Unisex,USA
Apple,Watch SE 2nd Gen 44mm,A2723,Smartwatch,Apple S8 SiP,In-house,Quartz,279,200,2024,44.0,0.0,10.7,50,Ion-X,33,Aluminum,Sport Band,Aluminum,18,"GPS, Health",Unisex,USA
Samsung,Galaxy Watch 7 44mm,SM-L310,Smartwatch,Exynos W1000,In-house,Quartz,329,230,2024,44.0,0.0,9.7,50,Sapphire,34,Aluminum,Sport Band,Aluminum,30,"GPS, ECG, Health",Unisex,South Korea
Samsung,Galaxy Watch Ultra,SM-L705,Smartwatch,Exynos W1000,In-house,Quartz,649,480,2024,47.0,0.0,12.1,100,Sapphire,61,Titanium,Band,Titanium,60,"GPS, Dive, Health",Unisex,South Korea
Google,Pixel Watch 3 45mm,GA05675,Smartwatch,Snapdragon W5,Qualcomm,Quartz,399,290,2024,45.0,0.0,12.3,50,Gorilla Glass,37,Aluminum,Active Band,Aluminum,36,"GPS, ECG, Health",Unisex,USA
Garmin,Fenix 8 47mm AMOLED,010-02904,Smartwatch,Garmin,In-house,Solar,1099,850,2024,47.0,22.0,14.7,100,Sapphire,73,Titanium,Silicone,Titanium,384,"GPS, Maps, Health",Unisex,USA
